,title,id,ontologyId,resultType,address,position,access,distance,categories,chains,references,contacts,openingHours,foodTypes,lat,lng
146,Caltex,here:pds:place:608wdw1e-7ef20e25a9654533997295e233cf8ff1,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, National Hwy, 4024 Biñan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Laguna', 'city': 'Biñan', 'district': 'Santo Domingo', 'street': 'National Hwy', 'postalCode': '4024'}","{'lat': 14.33613, 'lng': 121.07721}","[{'lat': 14.33613, 'lng': 121.07721}]",743,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1201924834'}]",[{'www': [{'value': 'https://www.caltex.com'}]}],,,14.33613,121.07721
147,Caltex P Paterno Street,here:pds:place:608wdw1e-89331f2ddeee44d8976ed1f3fae1e1ff,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex P Paterno Street, Pedro Paterno St, 4024 Biñan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Laguna', 'city': 'Biñan', 'district': 'San Jose', 'street': 'Pedro Paterno St', 'postalCode': '4024'}","{'lat': 14.34535, 'lng': 121.08428}","[{'lat': 14.34533, 'lng': 121.08442}]",753,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.34535,121.08428
148,Shell P Paterno Street,here:pds:place:608wdw1e-1a2f2ab555d244b3abcd1b044e052c24,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell P Paterno Street, Pedro Paterno St, 4024 Biñan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Laguna', 'city': 'Biñan', 'district': 'San Jose', 'street': 'Pedro Paterno St', 'postalCode': '4024'}","{'lat': 14.34599, 'lng': 121.0845}","[{'lat': 14.34599, 'lng': 121.0845}]",826,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.34599,121.0845
149,Maxifuel,here:pds:place:608wdw1e-9cd2bfae1fe6473b9286c65554eb43dd,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Maxifuel, Gen. Malvar St, 4024 Biñan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Calabarzon', 'county': 'Laguna', 'city': 'Biñan', 'district': 'Tubigan', 'street': 'Gen. Malvar St', 'postalCode': '4024'}","{'lat': 14.33084, 'lng': 121.07939}","[{'lat': 14.33082, 'lng': 121.07941}]",976,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1100167712'}]",,,,14.33084,121.07939
150,Shell,here:pds:place:608wc3yd-2174506712e444f996dbc4fc6f0e3477,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, National Rd, 8311 Bislig, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Bislig', 'district': 'San Fernando', 'street': 'National Rd', 'postalCode': '8311'}","{'lat': 8.21244, 'lng': 126.31703}","[{'lat': 8.21244, 'lng': 126.31703}]",94,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1122959703'}]","[{'phone': [{'value': '+638686282434'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/10022428-sh-bislig-surigao-del-sur'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,8.21244,126.31703
151,Phoenix Mangagoy,here:pds:place:608jx7ps-30925909ef2b0090c1775a6ad1f391a6,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Phoenix Mangagoy, 8311 Bislig, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Bislig', 'district': 'Mangagoy', 'postalCode': '8311'}","{'lat': 8.19166, 'lng': 126.35443}","[{'lat': 8.19166, 'lng': 126.35443}]",4714,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '963'}],"[{'supplier': {'id': 'core'}, 'id': '1122958957'}, {'supplier': {'id': 'core'}, 'id': '1176040267'}]",,,,8.19166,126.35443
152,Univ,here:pds:place:608jx7ps-7e3dc9130a7c0d9d1941a4815cc684b7,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Univ, Andres Soriano Ave, 8311 Bislig, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Bislig', 'district': 'Mangagoy', 'street': 'Andres Soriano Ave', 'postalCode': '8311'}","{'lat': 8.18551, 'lng': 126.35131}","[{'lat': 8.18549, 'lng': 126.35131}]",4795,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1122958958'}]",,,,8.18551,126.35131
153,Petron,here:pds:place:608jx7ps-eb5cccf9c0840b1532f05006442b18ad,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Surigao-Davao Coastal Rd, 8311 Bislig, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Bislig', 'district': 'Maharlika', 'street': 'Surigao-Davao Coastal Rd', 'postalCode': '8311'}","{'lat': 8.24188, 'lng': 126.28393}","[{'lat': 8.24187, 'lng': 126.28391}]",4926,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1122962051'}]",,,,8.24188,126.28393
154,Petron,here:pds:place:608jx7ps-a8938216d2dc01b1613e2cd2b621d872,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Andres Soriano Ave, 8311 Bislig, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Bislig', 'district': 'Mangagoy', 'street': 'Andres Soriano Ave', 'postalCode': '8311'}","{'lat': 8.18468, 'lng': 126.35403}","[{'lat': 8.18467, 'lng': 126.35402}]",5091,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1122964680'}]",,,,8.18468,126.35403
155,Shell,here:pds:place:608wc3ye-4c60df2c68e04253993c2cc43612f835,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Andres Soriano Ave, 8311 Bislig, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Bislig', 'district': 'Mangagoy', 'street': 'Andres Soriano Ave', 'postalCode': '8311'}","{'lat': 8.1835, 'lng': 126.3564}","[{'lat': 8.1837, 'lng': 126.35647}]",5379,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0121', 'name': 'Car Wash - Detailing'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1122958963'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+638686282434', 'categories': [{'id': '700-7600-0116'}]}, {'value': '+638688535079'}], 'www': [{'value': 'http://www.shell.com.ph/', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10022468-sh-mangagoy-bislig-city', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10022468-sh-mangagoy-bislig-city-doss'}], 'email': [{'value': 'shellcustomercare@shell.com', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,8.1835,126.3564
156,Petron,here:pds:place:608jx7ps-4061dc4e42dc0bcede7096f4c7b65f2c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Surigao-Davao Coastal Rd, 8310 Hinatuan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Hinatuan', 'district': 'Tagasaka', 'street': 'Surigao-Davao Coastal Rd', 'postalCode': '8310'}","{'lat': 8.3802, 'lng': 126.31134}","[{'lat': 8.38018, 'lng': 126.31135}]",18749,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1122957026'}]",,,,8.3802,126.31134
157,Phoenix Trento,here:pds:place:608jx7ps-7b9a685ae7750c9be09a286525e65784,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Phoenix Trento, 8505 Trento, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Agusan del Sur', 'city': 'Trento', 'district': 'Santa Maria', 'postalCode': '8505'}","{'lat': 8.05872, 'lng': 126.21714}","[{'lat': 8.05872, 'lng': 126.21714}]",20231,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '963'}],"[{'supplier': {'id': 'core'}, 'id': '1176051220'}]",,,,8.05872,126.21714
158,Shell,here:pds:place:608jx7ps-aae72e53474307b672742dc07b1505f7,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Surigao-Davao Coastal Rd, 8312 Lingig, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Lingig', 'district': 'Poblacion', 'street': 'Surigao-Davao Coastal Rd', 'postalCode': '8312'}","{'lat': 8.03517, 'lng': 126.41346}","[{'lat': 8.03517, 'lng': 126.41344}]",22332,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1122963301'}]",,,,8.03517,126.41346
159,M2 Power Station,here:pds:place:608jx7ps-f4c52b533a780d08a4d86f701ae35e05,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'M2 Power Station, Surigao-Davao Coastal Rd, 8308 Tagbina, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Sur', 'city': 'Tagbina', 'district': 'Sayon', 'street': 'Surigao-Davao Coastal Rd', 'postalCode': '8308'}","{'lat': 8.45206, 'lng': 126.16699}","[{'lat': 8.45205, 'lng': 126.16699}]",31396,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1122962419'}]",,,,8.45206,126.16699
160,Shell,here:pds:place:608wcbnv-57296456f11c4114815600a99309ba66,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Dela Viña St, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'Gairan', 'street': 'Dela Viña St', 'postalCode': '6010'}","{'lat': 11.05331, 'lng': 124.01166}","[{'lat': 11.05331, 'lng': 124.01166}]",66,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1200668728'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+633282512820'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/10022226-sh-c-gairan-bogo-cebu'}, {'value': 'https://find.shell.com/ph/fuel/10022226-sh-c-gairan-bogo-cebu-doss'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 05:30 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T053000', 'duration': 'PT16H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,11.05331,124.01166
161,Petron,here:pds:place:608wcbnv-bcd459613221487c8e3022f86c1789c2,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Dela Viña St, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'Gairan', 'street': 'Dela Viña St', 'postalCode': '6010'}","{'lat': 11.05349, 'lng': 124.01261}","[{'lat': 11.05352, 'lng': 124.01261}]",171,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1197864731'}]",,,,11.05349,124.01261
162,Fortune Bay,here:pds:place:608wcbny-4e5f14f6a9d24f4eb2c1219064858723,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Fortune Bay, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'Gairan', 'postalCode': '6010'}","{'lat': 11.05549, 'lng': 124.01404}","[{'lat': 11.05549, 'lng': 124.01402}]",419,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1209151613'}]",,,,11.05549,124.01404
163,Carbon Pob,here:pds:place:608wcbnv-d98119ea94354689990e7d27ee6358a8,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Carbon Pob, P. Rodriguez St, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'Carbon Pob.', 'street': 'P. Rodriguez St', 'postalCode': '6010'}","{'lat': 11.04855, 'lng': 124.0044}","[{'lat': 11.04857, 'lng': 124.00439}]",888,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1039398745'}]",,,,11.04855,124.0044
164,La Purisima Concepcion Pob,here:pds:place:608wcbnv-6e6441d3559c46bc9e409fb63c527ba7,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'La Purisima Concepcion Pob, P. Rodriguez St, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'La Purisima Concepcion Pob.', 'street': 'P. Rodriguez St', 'postalCode': '6010'}","{'lat': 11.0469, 'lng': 124.00297}","[{'lat': 11.04691, 'lng': 124.00293}]",1122,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1200718289'}]",,,,11.0469,124.00297
165,TOTAL,here:pds:place:608wcbnv-6cb70a00d7034a88bb997be6f16d5e10,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'TOTAL, National Hwy, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'La Purisima Concepcion Pob.', 'street': 'National Hwy', 'postalCode': '6010'}","{'lat': 11.04625, 'lng': 124.00282}","[{'lat': 11.04628, 'lng': 124.00281}]",1180,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '35'}],"[{'supplier': {'id': 'core'}, 'id': '1196770973'}]",,,,11.04625,124.00282
166,Sea Oil,here:pds:place:608wcbnv-bb7e0faddbc14796ba10dd544038fbaf,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Sea Oil, National Hwy, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'Taytayan', 'street': 'National Hwy', 'postalCode': '6010'}","{'lat': 11.04595, 'lng': 123.99744}","[{'lat': 11.04597, 'lng': 123.99744}]",1688,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8673'}],"[{'supplier': {'id': 'core'}, 'id': '1194621828'}]",,,,11.04595,123.99744
167,Taytayan,here:pds:place:608wcbnv-bd7d0f0fef2546b1bb6b546fd77e67c8,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Taytayan, National Hwy, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'Taytayan', 'street': 'National Hwy', 'postalCode': '6010'}","{'lat': 11.04956, 'lng': 123.99086}","[{'lat': 11.04958, 'lng': 123.99087}]",2244,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1200802846'}]",,,,11.04956,123.99086
168,Shell,here:pds:place:608wcbnv-2f18574bd5384e29835f303af3ec7a9a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, National Hwy, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'Cogon Pob.', 'street': 'National Hwy', 'postalCode': '6010'}","{'lat': 11.03294, 'lng': 124.00115}","[{'lat': 11.03294, 'lng': 124.00113}]",2487,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1200628729'}]","[{'phone': [{'value': '+633283446543'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/12548935-sh-dakit-bogo-cebu'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,11.03294,124.00115
169,PTT,here:pds:place:608wcbnv-42aec19667114b00a987302df3deb461,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'PTT, Danao-San Remigio Rd, 6010 Bogo, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Bogo', 'district': 'Cogon Pob.', 'street': 'Danao-San Remigio Rd', 'postalCode': '6010'}","{'lat': 11.03233, 'lng': 124.00098}","[{'lat': 11.03233, 'lng': 124.001}]",2556,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '6998'}],"[{'supplier': {'id': 'core'}, 'id': '1196716427'}]",,,,11.03233,124.00098
170,Shell,here:pds:place:608jx7ps-4602ba1a0db80054a25f84d2cd957955,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, National Hwy, 6800 Borongan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Eastern Samar', 'city': 'Borongan', 'district': 'Purok C Pob.', 'street': 'National Hwy', 'postalCode': '6800'}","{'lat': 11.60996, 'lng': 125.43251}","[{'lat': 11.60996, 'lng': 125.43251}]",337,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1112597853'}]","[{'phone': [{'value': '+635585609018'}], 'www': [{'value': 'http://www.shell.com.ph/'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]",,,11.60996,125.43251
171,Alang-Alang,here:pds:place:608wf14n-781bd9ec75408eb7c72488009f17af51,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Alang-Alang, 6800 Borongan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Eastern Samar', 'city': 'Borongan', 'district': 'Alang-Alang', 'postalCode': '6800'}","{'lat': 11.60478, 'lng': 125.43572}","[{'lat': 11.60478, 'lng': 125.43574}]",429,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220285632'}]",,,,11.60478,125.43572
172,Petron,here:pds:place:608jx7ps-81f0e45e892b0780e97514d02bf27670,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, National Hwy, 6800 Borongan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Eastern Samar', 'city': 'Borongan', 'district': 'Sabang South', 'street': 'National Hwy', 'postalCode': '6800'}","{'lat': 11.61837, 'lng': 125.43766}","[{'lat': 11.61838, 'lng': 125.43764}]",1116,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1115705309'}, {'supplier': {'id': 'core'}, 'id': '1115705423'}]",,,,11.61837,125.43766
173,Caltex,here:pds:place:608jx7ps-c8ad946e937e0554b079ff5c7284729c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, National Hwy, 6800 Borongan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Eastern Samar', 'city': 'Borongan', 'district': 'Sabang South', 'street': 'National Hwy', 'postalCode': '6800'}","{'lat': 11.61873, 'lng': 125.43788}","[{'lat': 11.61874, 'lng': 125.43787}]",1160,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1115705317'}]",,,,11.61873,125.43788
174,Starship Caltex,here:pds:place:608wf14n-338d038a18664f25be20a9c94fbef318,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Starship Caltex, 6800 Borongan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Eastern Samar', 'city': 'Borongan', 'district': 'Sabang South', 'postalCode': '6800'}","{'lat': 11.61876, 'lng': 125.43815}","[{'lat': 11.61876, 'lng': 125.43815}]",1171,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,[{'phone': [{'value': '+635532612194'}]}],,,11.61876,125.43815
175,Fuel Central,here:pds:place:608wf14n-3318713cddd249878b29ea1a16ad584a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Fuel Central, 670, 6800 Borongan, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Eastern Samar', 'city': 'Borongan', 'district': 'Sabang South', 'street': '670', 'postalCode': '6800'}","{'lat': 11.62283, 'lng': 125.44093}","[{'lat': 11.62284, 'lng': 125.44091}]",1697,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7600-0000', 'name': 'Fueling Station'}]",,"[{'supplier': {'id': 'core'}, 'id': '1220285641'}]",,,,11.62283,125.44093
